label	text
OFF	@USER This smells like another funding of George Soros Follow the money :yen banknote: trail That woman most likely never knew Judge Kavanaugh liberals are running scared because The Judge has conservative Christians values The man has an impeccable Portfolio Finestine’s a dirty politician
OFF	@USER Lokk at july 29 when I said Gordon would be cut for drugs and you called me a dipshit
NOT	@USER You are such a generous gal Bringing STEAM and spending your time to give to others Thank you for everything you do help this planet :red heart::rocket:
NOT	@USER side note: I m always amazed when conservatives say Y know America s X culture institution etc) isn t perfect but it s better than the entire rest of the world Like really Tucker? You ve examined every other justice system in the world and determined ours to be the best?
OFF	@USER Fallon is a woosy
NOT	@USER @USER @USER Who is this? She is truly a little goddess :two hearts:
OFF	@USER @USER @USER We’re so far beyond tax returns This crap affects all Americans and liberals are too stupid to wake up and understand what’s really going on Step aside The adults are here to do it
NOT	@USER @USER Just don t go to Bank of America unless you are ready to prove that you are citizen every time you want to get your money out of your account
OFF	@USER The UNHINGED REPUBLICAN PARTY I have a question why do you want the wall and not gun control in America when a illegal immigrant does something the UNHINGED REPUBLICAN PARTY talk about the wall but when a school shooting happens the UNHINGED REPUBLICAN PARTY is mute
NOT	@USER @USER @USER @USER @USER @USER @USER @USER ACHTUNG - It s today vote now being question by Hungarian @USER -
OFF	@USER Beto is a joke
OFF	@USER Everyone knows Brown is crazy
NOT	@USER She is seeing the world through her eyes u have to wonder what kind of life she has lead to be so hateful I feel sorry for her if we want to show our worth we should be compassionate not start a witch hunt when you do that you are part of the problem not the solution
OFF	@USER URL LOOK ST THIS BULLSHIT
NOT	@USER Antifa Rocker :D
NOT	@USER How much you want to bet they spent these months staging this whole thing Then announce the week of the voting so they could call for a delay just like they did an hour ago Waiting to win in Nov to Stop it #GET OUT TO VOTE #conservatives #MAGA
NOT	@USER @USER @USER @USER @USER @USER URL it s been widely reported this is just one source only those with a vested interest in the status quo would willfully ignore the issue
NOT	@USER @USER How very white male republican of you maga?
NOT	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Same here You got a follow Great talk on my way home from work Time to be the vampire and sleep during the day
NOT	@USER Now do gun control
NOT	@USER Oh my god:face vomiting::face vomiting::face vomiting::face vomiting:
NOT	@USER You are way to good at this
NOT	@USER @USER You mean like gun control policies to try to reduce school shootings?? Or just ones that you like?
OFF	@USER How? Because they’ve been brainwashed by Obama and the media and they’re full of hate for conservatives
NOT	@USER @USER @USER @USER @USER @USER Funny So then why do democrats and mainstream media figures see don lemon) defend Antifa?
NOT	President Trump s order to declassify FISA docs and text messages just proves he is keeping his campaign promise and working to #DrainTheSwamp #BREAKING #FISADocs #Declassified #DeepStateCorruption #politics #MAGA
OFF	@USER what happened to your kids ? how are they still alive? you are a backstabber and a fraud
NOT	@USER @USER I ll bet if award shows trash Christians and conservatives even more their ratings will really bounce back @USER
NOT	@USER @USER Case and point society through mind manipulation is causing people to do horrendous things hurting weaker creatures is a sign of a deeply troubled individual but yet the left focuses more on gun control than on getting to the core of the mental health of the people
NOT	@USER @USER @USER simply cannot accept failure Former President Harry Truman he is not Trump will always look to blame others
NOT	@USER @USER @USER @USER @USER Like unemployed LibLeft Antifa SJW parent basement dwellers
NOT	@USER Personally I prefer my anti-fascism in the form of a non-Newtonian fluid Oobleck antifa
NOT	@USER was on :fire: a brutal match after long time Jeff lost was unexpected Hope he is fine after the fall:red heart::face screaming in fear: #wwe #HIAC
NOT	@USER #Deplorables are resolved to #MAGA URL
OFF	@USER @USER Fuck this He acted like The father of the girl killed at Parkland was a bug Instead of telling us how much he loves these girls he should tell them the truth that he really doesnt give a shit if they are killed by a crazy white guy with an AR 15
OFF	@USER he’s obviously a bitch
NOT	@USER The @USER are currently polling 6  Chuka Khan will lose London to the Tories at next mayoral election But that’s the aim of the Blairite cosplaying Tories Keep the Conservatives in power stop any real alternative to the Financial services 2nd British Empire gaining power URL
NOT	@USER I just know my family lives out west Hard core conservatives They love Bernier All their friends love him That is going to split the party Alberta is huge PC block Not my politics but you can’t choose family :face with rolling eyes:
NOT	@USER @USER Pretty much You don t even have to say anything just wear a MAGA hat
OFF	@USER @USER You are so correct the Democratic party for slavery and pro-nazi gun control
NOT	@USER Also he supports antifa
NOT	@USER @USER Just another tool in my toolbox It s an inanimate object unless I animate it It s not gun control we need it s mental health control URL
NOT	@USER @USER @USER @USER @USER @USER So you are content to let the government control your life?
NOT	@USER @USER Loool :rolling on the floor laughing::rolling on the floor laughing::rolling on the floor laughing::face with tears of joy::rolling on the floor laughing::rolling on the floor laughing::rolling on the floor laughing::face with tears of joy::face with tears of joy::face with tears of joy::face with tears of joy: :purple heart: @USER you are playing waaaay too rough here :skull: I can’t stop :stop sign: laughing :face with tears of joy: #thankyou
OFF	@USER Looks like he is in the middle of shitting his pants Must have ate one booger too many
NOT	@USER #WeThePeople do not want any gun control legislation It is against the Constitution
NOT	@USER She is watches her move around so little to
NOT	@USER @USER To the view all the persons involves in the show- please you are better than this to have self promoting stripper on with her lawyer please don`t lower your standards
NOT	@USER Exactly lol but smelling good is a must for me Now if he get a NEW cologne then we talkin
OFF	@USER As clear as the mud UKGov are dumping off Swansea Corbyn offers no solutions  amp; no answers being non-committal on everything  amp; hoping not being the conservatives will get him elected Westminster politics  amp; government have degenerated so much its no longer fit for purpose
NOT	@USER Conspiracy theories abound
NOT	@USER You re right They seemed pretty tuned into your conspiracy with Russia #MAGA #TrumpLies
OFF	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Don t understand your logic Anyways this is going nowhere This to me is not acceptable Maybe you are ok with it URL
NOT	@USER @USER @USER Oh yeah do you? Trust me give it 3 weeks and you will be begging for Jameis Fitzmagic turns fitztragic QUICK I’m a jets fan take my word and thebills word he is fools gold
OFF	@USER I know So upsetting :loudly crying face::face with tears of joy:
NOT	@USER @USER @USER @USER @USER @USER @USER Love her she is beautiful :revolving hearts::sparkling heart::two hearts::purple heart::yellow heart::beating heart: :green heart:
OFF	@USER You still have not addressed your solution to make schools safer you just preach more gun control what are your solutions???
OFF	@USER @USER Investigation reveals it is highly probable it is an ISIS attack Worst case scenario a joint ISIS-Antifa attack
NOT	@USER ・・・ Did you know that if you are awesome enough to get a Cherry Cola tattoo you’re entitled to a drink on the house at Cherry’s for life? :cherries::rolling on the floor laughing::tropical drink: URL
OFF	@USER @USER @USER How about yours Chaplain Liberals are fools
OFF	@USER And again you are proving your a dog
NOT	President Trump s economy is the rising tide that is lifting all boats This is especially true for Hispanics who were among the biggest victims of the low-growth high-regulation economy under Obama Hispanics flourishing in Trump economy URL #VoteRed #MAGA
